Company Name,Industry,Symbol,Series,ISIN Code,Original_Industry
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX.NS,EQ,INE191H01014,Media Entertainment & Publication
Page Industries Ltd.,Textiles,PAGEIND.NS,EQ,INE761H01022,Textiles
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI.NS,EQ,INE619A01035,Fast Moving Consumer Goods
Persistent Systems Ltd.,Information Technology,PERSISTENT.NS,EQ,INE262H01013,Information Technology
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET.NS,EQ,INE347G01014,Oil Gas & Consumable Fuels
Pfizer Ltd.,Healthcare,PFIZER.NS,EQ,INE182A01018,Healthcare
Phoenix Mills Ltd.,Realty,PHOENIXLTD.NS,EQ,INE211B01039,Realty
Piramal Enterprises Ltd.,Financial Services,PEL.NS,EQ,INE140A01024,Financial Services
Piramal Pharma Ltd.,Healthcare,PPLPHARMA.NS,EQ,INE0DK501011,Healthcare
Poly Medicure Ltd.,Healthcare,POLYMED.NS,EQ,INE205C01021,Healthcare
Polycab India Ltd.,Capital Goods,POLYCAB.NS,EQ,INE455K01017,Capital Goods
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX.NS,EQ,INE633B01018,Capital Goods
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA.NS,EQ,INE511C01022,Financial Services
Power Finance Corporation Ltd.,Financial Services,PFC.NS,EQ,INE134E01011,Financial Services
Praj Industries Ltd.,Capital Goods,PRAJIND.NS,EQ,INE074A01025,Capital Goods
Prestige Estates Projects Ltd.,Realty,PRESTIGE.NS,EQ,INE811K01011,Realty
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE.NS,EQ,INE689W01016,Capital Goods
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN.NS,EQ,INE010A01011,Construction Materials
Procter & Gamble Health Ltd.,Healthcare,PGHL.NS,EQ,INE199A01012,Healthcare
Quess Corp Ltd.,Services,QUESS.NS,EQ,INE615P01015,Services
RBL Bank Ltd.,Financial Services,RBLBANK.NS,EQ,INE976G01028,Financial Services
REC Ltd.,Financial Services,RECLTD.NS,EQ,INE020B01018,Financial Services
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM.NS,EQ,INE743M01012,Capital Goods
RITES Ltd.,Construction,RITES.NS,EQ,INE320J01015,Construction
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO.NS,EQ,INE944F01028,Fast Moving Consumer Goods
Rail Vikas Nigam Ltd.,Construction,RVNL.NS,EQ,INE415G01027,Construction
Rain Industries Ltd,Chemicals,RAIN.NS,EQ,INE855B01025,Chemicals
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW.NS,EQ,INE961O01016,Healthcare
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO.NS,EQ,INE343B01030,Consumer Durables
Rallis India Ltd.,Chemicals,RALLIS.NS,EQ,INE613A01020,Chemicals
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF.NS,EQ,INE027A01015,Chemicals
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI.NS,EQ,INE703B01027,Capital Goods
RattanIndia Enterprises Ltd.,Services,RTNINDIA.NS,EQ,INE834M01019,Services
Raymond Ltd.,Textiles,RAYMOND.NS,EQ,INE301A01014,Textiles
Redington Ltd.,Services,REDINGTON.NS,EQ,INE891D01026,Services
Relaxo Footwears Ltd.,Consumer Durables,RELAXO.NS,EQ,INE131B01039,Consumer Durables
Restaurant Brands Asia Ltd.,Consumer Services,RBA.NS,EQ,INE07T201019,Consumer Services
Rossari Biotech Ltd.,Chemicals,ROSSARI.NS,EQ,INE02A801020,Chemicals
Route Mobile Ltd.,Telecommunication,ROUTE.NS,EQ,INE450U01017,Telecommunication
SJVN Ltd.,Power,SJVN.NS,EQ,INE002L01015,Power
SKF India Ltd.,Capital Goods,SKFINDIA.NS,EQ,INE640A01023,Capital Goods
Safari Industries (India) Ltd.,Consumer Durables,SAFARI.NS,EQ,INE429E01023,Consumer Durables
Sanofi India Ltd.,Healthcare,SANOFI.NS,EQ,INE058A01010,Healthcare
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE.NS,EQ,INE806T01012,Consumer Services
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA.NS,EQ,INE979A01025,Media Entertainment & Publication
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER.NS,EQ,INE513A01022,Automobile and Auto Components
Sharda Cropchem Ltd.,Chemicals,SHARDACROP.NS,EQ,INE221J01015,Chemicals
Sheela Foam Ltd.,Consumer Durables,SFL.NS,EQ,INE916U01025,Consumer Durables
Shoppers Stop Ltd.,Consumer Services,SHOPERSTOP.NS,EQ,INE498B01024,Consumer Services
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA.NS,EQ,INE087H01022,Fast Moving Consumer Goods
Shyam Metalics and Energy Ltd.,Metals & Mining,SHYAMMETL.NS,EQ,INE810G01011,Metals & Mining
Sobha Ltd.,Realty,SOBHA.NS,EQ,INE671H01015,Realty
Solar Industries India Ltd.,Chemicals,SOLARINDS.NS,EQ,INE343H01029,Chemicals
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS.NS,EQ,INE073K01018,Automobile and Auto Components
Sonata Software Ltd.,Information Technology,SONATSOFTW.NS,EQ,INE269A01021,Information Technology
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH.NS,EQ,INE575P01011,Financial Services
Steel Authority of India Ltd.,Metals & Mining,SAIL.NS,EQ,INE114A01011,Metals & Mining
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR.NS,EQ,INE00M201021,Construction
Sterlite Technologies Ltd.,Telecommunication,STLTECH.NS,EQ,INE089C01029,Telecommunication
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM.NS,EQ,INE258G01013,Chemicals
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC.NS,BE,INE232I01014,Healthcare
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV.NS,EQ,INE424H01027,Media Entertainment & Publication
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN.NS,EQ,INE660A01013,Financial Services
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST.NS,EQ,INE387A01021,Automobile and Auto Components
Sunteck Realty Ltd.,Realty,SUNTECK.NS,EQ,INE805D01034,Realty
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT.NS,EQ,INE399C01030,Automobile and Auto Components
Supreme Industries Ltd.,Capital Goods,SUPREMEIND.NS,EQ,INE195A01028,Capital Goods
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR.NS,EQ,INE03QK01018,Healthcare
Suzlon Energy Ltd.,Capital Goods,SUZLON.NS,BE,INE040H01021,Capital Goods
Swan Energy Ltd.,Realty,SWANENERGY.NS,EQ,INE665A01038,Realty
Symphony Ltd.,Consumer Durables,SYMPHONY.NS,EQ,INE225D01027,Consumer Durables
Syngene International Ltd.,Healthcare,SYNGENE.NS,EQ,INE398R01022,Healthcare
Syrma SGS Technology Ltd.,Capital Goods,SYRMA.NS,EQ,INE0DYJ01015,Capital Goods
TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG.NS,EQ,INE690A01028,Consumer Durables
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST.NS,BE,INE886H01027,Media Entertainment & Publication
Tanla Platforms Ltd.,Information Technology,TANLA.NS,EQ,INE483C01032,Information Technology
Tata Chemicals Ltd.,Chemicals,TATACHEM.NS,EQ,INE092A01019,Chemicals
Tata Communications Ltd.,Telecommunication,TATACOMM.NS,EQ,INE151A01013,Telecommunication
Tata Elxsi Ltd.,Information Technology,TATAELXSI.NS,EQ,INE670A01012,Information Technology
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST.NS,BE,INE672A01018,Financial Services
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML.NS,EQ,INE517B01013,Telecommunication
Teamlease Services Ltd.,Services,TEAMLEASE.NS,EQ,INE985S01024,Services
Tejas Networks Ltd.,Telecommunication,TEJASNET.NS,EQ,INE010J01012,Telecommunication
The New India Assurance Company Ltd.,Financial Services,NIACL.NS,EQ,INE470Y01017,Financial Services
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM.NS,EQ,INE331A01037,Construction Materials
Thermax Ltd.,Capital Goods,THERMAX.NS,EQ,INE152A01029,Capital Goods
Timken India Ltd.,Capital Goods,TIMKEN.NS,EQ,INE325A01013,Capital Goods
Torrent Power Ltd.,Power,TORNTPOWER.NS,EQ,INE813H01021,Power
Trident Ltd.,Textiles,TRIDENT.NS,EQ,INE064C01022,Textiles
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI.NS,EQ,INE256C01024,Fast Moving Consumer Goods
Triveni Turbine Ltd.,Capital Goods,TRITURBINE.NS,EQ,INE152M01016,Capital Goods
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA.NS,EQ,INE974X01010,Automobile and Auto Components
UCO Bank,Financial Services,UCOBANK.NS,EQ,INE691A01018,Financial Services
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA.NS,EQ,INE405E01023,Automobile and Auto Components
UTI Asset Management Company Ltd.,Financial Services,UTIAMC.NS,EQ,INE094J01016,Financial Services
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB.NS,EQ,INE551W01018,Financial Services
Union Bank of India,Financial Services,UNIONBANK.NS,EQ,INE692A01016,Financial Services
United Breweries Ltd.,Fast Moving Consumer Goods,UBL.NS,EQ,INE686F01025,Fast Moving Consumer Goods
Usha Martin Ltd.,Capital Goods,USHAMART.NS,EQ,INE228A01035,Capital Goods
V-Guard Industries Ltd.,Consumer Durables,VGUARD.NS,EQ,INE951I01027,Consumer Durables
V-Mart Retail Ltd.,Consumer Services,VMART.NS,EQ,INE665J01013,Consumer Services
V.I.P. Industries Ltd.,Consumer Durables,VIPIND.NS,EQ,INE054A01027,Consumer Durables
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL.NS,EQ,INE884A01027,Consumer Durables
Vardhman Textiles Ltd.,Textiles,VTL.NS,EQ,INE825A01020,Textiles
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC.NS,EQ,INE665L01035,Automobile and Auto Components
Vedant Fashions Ltd.,Consumer Services,MANYAVAR.NS,EQ,INE825V01034,Consumer Services
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA.NS,EQ,INE043W01024,Healthcare
Vinati Organics Ltd.,Chemicals,VINATIORGA.NS,EQ,INE410B01037,Chemicals
Vodafone Idea Ltd.,Telecommunication,IDEA.NS,EQ,INE669E01016,Telecommunication
Voltas Ltd.,Consumer Durables,VOLTAS.NS,EQ,INE226A01021,Consumer Durables
Welspun Corp Ltd.,Capital Goods,WELCORP.NS,EQ,INE191B01025,Capital Goods
Welspun Living Ltd.,Textiles,WELSPUNLIV.NS,EQ,INE192B01031,Textiles
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE.NS,EQ,INE274F01020,Consumer Services
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL.NS,EQ,INE716A01013,Consumer Durables
Yes Bank Ltd.,Financial Services,YESBANK.NS,EQ,INE528G01035,Financial Services
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA.NS,EQ,INE342J01019,Automobile and Auto Components
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL.NS,EQ,INE256A01028,Media Entertainment & Publication
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH.NS,EQ,INE520A01027,Information Technology
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL.NS,EQ,INE768C01010,Fast Moving Consumer Goods
eClerx Services Ltd.,Services,ECLERX.NS,EQ,INE738I01010,Services
